Author,Geographic Location,Century(s) of Author Lifetime\Birth-Death Dates,Work Title,Date Range of Work,URN,Genre,Notes
Pseudo-Galen,Greece?,200 CE-,De theriaca ad Pamphilianum,200 CE-,urn:cts:greekLit:tlg0530.tlg032.1st1K-grc1,Medical Texts,
Pseudo-Galen,Greece?,200 CE-,De optima secta ad Thrasybulum liber,200 CE-,urn:cts:greekLit:tlg0530.tlg043.1st1K-grc1,Medical Texts,
Pseudo-Justinus,Uncertain,300 CE-500 CE,Epistula ad Diognetum,300 CE-500 CE,urn:cts:greekLit:tlg0646.tlg004.1st1K-grc1,Apologias\Epistles,
Pseudo-Menander,"Athens, Greece",400 BCE-300 BCE,Sententiae (corresponds to version Men Ar I) (Greek),400 BCE-300 BCE,urn:cts:greekLit:tlg0541.tlg042.1st1K-grc1,Gnomologia,
Pseudo-Menander,"Athens, Greece",400 BCE-300 BCE,Sententiae (corresponds to version Men ar II) (Greek),400 BCE-300 BCE,urn:cts:greekLit:tlg0541.tlg042.1st1K-grc2,Gnomologia,
Pseudo-Menander,"Athens, Greece",400 BCE-300 BCE,"Sententiae (corresponds to quotes from Gregory Nazianzen, Carmen morale XXX)
(Greek)",400 BCE-300 BCE,urn:cts:greekLit:tlg0541.tlg042.1st1K-grc3,Gnomologia,
Pseudo-Plutarch,Greece?,200 CE-400 CE,De Fluviis,200 CE-400 CE,urn:cts:greekLit:tlg0094.tlg001.1st1K-grc1,Geographical texts,
Pseudo-Polemon,Smyrna?,400 CE-,Physiognomonica (Epitome Adamantiana),400 CE-,urn:cts:greekLit:tlg2233.tlg001.1st1K-grc1,Physiognomonica,
Pseudo-Polemon,Smyrna?,400 CE-,Physiognomonica,400 CE-,urn:cts:greekLit:tlg2233.tlg002.1st1K-grc1,Physiognomonica,
Pseudo-Scymnus,"Bithynia, Turkey",100 BCE,"Ad Nicomedem regem, vv. 1-980",135 BCE,urn:cts:greekLit:tlg0068.tlg001.1st1K-grc1,Geographical texts,
Scholia in Euclidem,Uncertain,Uncertain,Scholia in Euclidis Data,Uncertain,urn:cts:greekLit:tlg5022.tlg002.1st1K-grc1,Scholia\Commentaries,
Scholia in Euclidem,Uncertain,Uncertain,Scholia in Phaenomena,Uncertain,urn:cts:greekLit:tlg5022.tlg006.1st1K-grc1,Scholia\Commentaries,
Scholia in Euclidem,Uncertain,Uncertain,Scholia in Euclidis data et catoptrica,Uncertain,urn:cts:greekLit:tlg5022.tlg007.1st1K-grc1,Scholia\Commentaries,
Scholia in Euripidem,Uncertain,Uncertain,Vitae Euripidi,Uncertain,urn:cts:greekLit:tlg5023.tlg010.1st1K-grc1,Biographical texts,
Scholia in Euripidem,Uncertain,Uncertain,Scholia in Euripidis Rhesum,Uncertain,urn:cts:greekLit:tlg5023.tlg011.1st1K-grc1,Scholia\Commentaries,
Scholia in Euripidem,Uncertain,Uncertain,Scholia in Euripidis Troiades,Uncertain,urn:cts:greekLit:tlg5023.tlg012.1st1K-grc1,Scholia\Commentaries,
Scholia in Euripidem,Uncertain,Uncertain,Scholia in Euripidis Hippolytum,Uncertain,urn:cts:greekLit:tlg5023.tlg013.1st1K-grc1,Scholia\Commentaries,
Scholia in Euripidis Hecubam,Uncertain,Uncertain,Scholia in Euripids Hecubam,Uncertain,urn:cts:greekLit:tlg5023.tlg014.1st1K-grc1,Scholia\Commentaries,
Scholia in Homerum,Uncertain,Uncertain,Scholia in Iliadum,Uncertain,urn:cts:greekLIt:tlg5026.tlg001.1st1K-grc,Scholia\Commentaries,
Scholia In Homerum,Uncertain,Uncertain, Scholia in Odysseam (scholia vetera),Uncertain,urn:cts:greekLit:tlg5026.tlg007.First1K-grc1,Scholia\Commentaries,
Scholia in Pindarum \ Pindar Scholia,Uncertain,Uncertain,Scholia in Pindarum Olympian Odes,Uncertain,urn:cts:greekLit:tlg5034.tlg001a.perseus-grc1,Scholia\Commentaries,
Scholia in Pindarum \ Pindar Scholia,Uncertain,Uncertain,Scholia in Pindarum Pythian Odes,Uncertain,urn:cts:greekLit:tlg5034.tlg001b.perseus-grc1,Scholia\Commentaries,
Scholia in Pindarum \ Pindar Scholia,Uncertain,Uncertain,Scholia in Pindarum Nemean Odes,Uncertain,urn:cts:greekLit:tlg5034.tlg001c.perseus-grc1,Scholia\Commentaries,
Scholia in Pindarum \ Pindar Scholia,Uncertain,Uncertain,Scholia in Pindarum Isthmian Odes,Uncertain,urn:cts:greekLit:tlg5034.tlg001d.perseus-grc1,Scholia\Commentaries,
Scylax of Caranda (attributed author),"Türkbükü, Turkey",519 BE-480 BCE,Periplus Scylacis,400 BCE-338 BCE,urn:cts:greekLit:tlg0065.tlg001.1st1K-grc1,Geographical texts,"""he Periplous of inhabited Europe, Asia and Libya (GGM 1, 15-96) under the name of S., which was finished before 338 BC [6. 487], is considered to be a compilation of Hecataeus [3], Herodotus [1], Ephorus, Theopompus and others ["""
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Isais,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg048.opp-eng2,Bible\Religious Texts\Apocalyptic Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Isais,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg048.opp-grc2,Bible\Religious Texts\Apocalyptic Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Genesis,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg001.opp-grc2,Bible\Historical Texts\Religious Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Exodus,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg002.opp-grc2,Bible\Historical Texts\Religious Texts\Legal texts, 
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Leviticus,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg003.opp-grc2,Bible\Historical Texts\Religious Texts\Legal texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Numeri,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg004.opp-grc2,Bible\Historical Texts\Religious Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,"Deuteronomium
",300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg005.opp-grc2,Bible\Historical Texts\Religious Texts\Legal texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Josue,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg006.opp-grc2,Bible\Historical Texts\Religious Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Judices (Cod. Alexandrinus),300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg008.opp-grc2,Bible\Historical Texts\Religious Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Ruth,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg010.opp-grc2,Bible\Religious Texts\Narrative Fiction,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Regnorum i (Samuelis i in textu Masoretico),300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg011.opp-grc2,Bible\Historical Texts\Religious Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Regnorum ii (Samuelis ii In Textu Masoretico),300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg012.opp-grc2,Bible\Historical Texts\Religious Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Regnorum iii (Regum i in textu Masoretico),300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg013.opp-grc2,Bible\Historical Texts\Religious Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Regnorum iv (Regum ii in textu Masoretico) ,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg014.opp-grc2,Bible\Historical Texts\Religious Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Paralipomenon I sive Chronicon I,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg015.1st1K-grc1,Bible\Historical Texts\Religious Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Paralipomenon II sive Chronicon II,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg016.1st1K-grc1,Bible\Historical Texts\Religious Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Esdras A,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg017.1st1K-grc1,Bible\Historical Texts\Religious Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Esdras B,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg018.1st1K-grc1,Bible\Historical Texts\Religious Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Esther,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg019.1st1K-grc1,Bible\Religious Texts\Narrative Fiction,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Judith,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg020.1st1K-grc1,Bible\Religious Texts\Narrative Fiction\Apocryphal Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Tobit,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg021.1st1K-grc1,Bible\Religious Texts\Narrative Fiction\Apocryphal Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Machabaeorum i,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg023.1st1K-grc1,Bible\Historical Texts\Religious Texts\Apocryphal Text,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Machabaeorum ii,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg024.1st1K-grc1,Bible\Historical Texts\Religious Texts\Apocryphal Text,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Machabaeorum iiI,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg025.1st1K-grc1,Bible\Religious Texts\Narrative Fiction\Apocryphal Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Machabaeorum iv,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg026.1st1K-grc1,Bible\Religious Texts\Hagiography\Apocryphal Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Psalmi,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1,Bible\Hymns\Religious Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Odae,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg028.1st1K-grc1,Bible\Hymns\Religious Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Proverbs,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg029.1st1K-grc1,Bible\Hymns\Religious Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Ecclesiastes,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg030.opp-grc2,Bible\Religious Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Canticum,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg031.1st1K-grc1,Bible\Religious Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Job,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg032.1st1K-grc1,Bible\Religious Texts\Narrative Fiction,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Sapientia Salomonis,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg033.1st1K-grc1,Bible\Religious Texts\Pseudoepigraphy,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Ecclesiasticus,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg034.opp-grc2,Bible\Religious Texts\Apocryphal Text,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Psalmi Salomonis,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg035.1st1K-grc1,Bible\Religious Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Osee,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg036.1st1K-grc1,Bible\Religious Texts\Pseudoepigraphy,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Amos,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg037.1st1K-grc1,Bible\Religious Texts\Apocalyptic Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Michaeas,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg038.1st1K-grc1,Bible\Religious Texts\Apocalyptic Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Joel,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg039.1st1K-grc1,Bible\Religious Texts\Apocalyptic Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Obadiah \ Abdias,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg040.1st1K-grc1,Bible\Religious Texts\Apocalyptic Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Jonah,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg041.1st1K-grc1,Bible\Religious Texts\Apocalyptic Texts\Narrative Fiction,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Nahum,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg042.1st1K-grc1,Bible\Religious Texts\Apocalyptic Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Habacuc,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg043.1st1K-grc1,Bible\Religious Texts\Apocalyptic Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Sophonias,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg044.1st1K-grc1,Bible\Religious Texts\Apocalyptic Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Aggaeus,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg045.1st1K-grc1,Bible\Religious Texts\Apocalyptic Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Zacharias,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg046.1st1K-grc1,Bible\Religious Texts\Apocalyptic Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Malachi,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg047.1st1K-grc1,Bible\Religious Texts\Apocalyptic Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Isais,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg048.1st1K-grc1,Bible\Religious Texts\Apocalyptic Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Jeremias,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg049.1st1K-grc1,Bible\Religious Texts\Apocalyptic Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Baruch,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg050.1st1K-grc1,Bible\Religious Texts\Apocryphal Texts\Apocalyptic Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Threni seu Lamentationes,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg051.1st1K-grc1,Bible\Religious Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Epistula Jeremiae,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg052.1st1K-grc1,Bible\Religious Texts\Epistles\Apocryphal Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Ezechiel,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg053.1st1K-grc1,Bible\Religious Texts\Apocalyptic Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Susanna (translatio Graeca),300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg054.1st1K-grc1,Bible\Religious Texts\Narrative Fiction\Apocryphal Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Susanna (Theodotionis versio),300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg055.1st1K-grc1,Bible\Religious Texts\Narrative Fiction\Apocryphal Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Daniel LXX,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg056.1st1K-grc1,Bible\Religious Texts\Apocalyptic Texts\Narrative Fiction,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Daniel (Theodotionis versio),300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg057.1st1K-grc1,Bible\Religious Texts\Apocalyptic Texts\Narrative Fiction,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Bel et Draco (Translatio Graeca),300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg058.1st1K-grc1,Bible\Religious Texts\Narrative Fiction\Apocryphal Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Bel and the Dragon Theodotian,300 BCE-300 CE,urn:cts:greekLit:tlg0527.tlg059.1st1K-grc1,Bible\Religious Texts\Narrative Fiction\Apocryphal Texts,
Septuaginta,"Alexandria, Egypt",300 BCE-300 CE,Apocalypsis Enochi,300 BCE-300 CE,urn:cts:greekLit:tlg1463.tlg001.1st1K-grc1,Bible,
Sextus Empiricus,"Alexandria, Egypt\Rome, Italy\Athens, Greece
",200 CE-300 CE,Pyrrhoniae hypotyposes,180 CE-210 CE,urn:cts:greekLit:tlg0544.tlg001.opp-grc1,Philosophy ,"""Sextus Empiricus (Greek: Σέξτος Ἐμπειρικός; c. 160 – c. 210 AD, n.b., dates uncertain), was a physician and philosopher, and has been variously reported to have lived in Alexandria, Rome, or Athens. """
Sextus Empiricus,"Alexandria, Egypt\Rome, Italy\Athens, Greece
",200 CE-300 CE,Pyrrhoniae hypotyposes,180 CE-210 CE,urn:cts:greekLit:tlg0544.tlg001.opp-lat1,Philosophy ,
Sextus Empiricus,"Alexandria, Egypt\Rome, Italy\Athens, Greece
",200 CE-300 CE,Adversus mathematicos,180 CE-210 CE,urn:cts:greekLit:tlg0544.tlg002.opp-grc1,Philosophy ,
Simplicius,"Çukurova, Turkey",490 CE-560 CE,In Aristotelis quattuor libros de caelo commentaria,530 CE-560 CE,urn:cts:greekLit:tlg4013.tlg001.opp-grc1,Philosophy\Natural History\Commentaries,"Cilicia, Anatolia, Asia Minor"
Simplicius,"Çukurova, Turkey",490 CE-560 CE,In Aristotelis Categorias Commentarium,530 CE-560 CE,urn:cts:greekLit:tlg4013.tlg003.opp-grc1,Philosophy\Commentaries,
Simplicius,"Çukurova, Turkey",490 CE-560 CE,In Aristotelis physicorum libros commentaria,530 CE-560 CE,urn:cts:greekLit:tlg4013.tlg004.opp-grc1,Philosophy\Natural History\Commentaries,
Simplicius,"Çukurova, Turkey",490 CE-560 CE,In Aristotelis libros de anima commentaria [Sp.?] (fort. auctore Prisciano Lydo),530 CE-560 CE,urn:cts:greekLit:tlg4013.tlg005.opp-grc1,Philosophy\Natural History\Commentaries,
Socrates Scholasticus,"Istanbul, Turkey",380 CE-450 CE,Historia Ecclesiastica,430 CE-443 CE,urn:cts:greekLit:tlg2057.tlg002.1st1K-grc1,Historical Texts\Ecclesiastical Texts,
Sophonias,"Istanbul, Turkey",1300 CE-1400 CE,In Aristotelis Libros De Anima Paraphrasis,1300 CE-1400 CE,urn:cts:greekLit:tlg4030.tlg001.opp-grc1,Philosophy\Commentaries,
Soranus of Ephesus,"Selçuk, Turkey",100 CE-200 CE,Gynaeciorum libri iv,100 CE-200 CE,urn:cts:greekLit:tlg0565.tlg001.1st1K-grc1,Medical Texts,Ephesus
Soranus of Ephesus,"Selçuk, Turkey",100 CE-200 CE,De signis Fracturarum,100 CE-200 CE,urn:cts:greekLit:tlg0565.tlg002.1st1K-grc1,Medical Texts,
Soranus of Ephesus,"Selçuk, Turkey",100 CE-200 CE,De Fasciis,100 CE-200 CE,urn:cts:greekLit:tlg0565.tlg003.1st1K-grc1,Medical Texts,
Soranus of Ephesus,"Selçuk, Turkey",100 CE-200 CE,De Vita Hippocratis,100 CE-200 CE,urn:cts:greekLit:tlg0565.tlg004.1st1K-grc1,Biographical texts,
Sozomenus,"Bait Lāhiyā, Gaza",500 CE,Historica Ecclesiastica,439 CE-450 CE,urn:cts:greekLit:tlg2048.tlg001.1st1K-grc1,Historical Texts\Ecclesiastical Texts,"""he dates of his birth and death cannot be determined. The Palestinian and partially monastic context of his youth (Monasticism) characterizes his Ἐκκλησιαστικὴ ἱστορία/Ekklēsiastikḕ Historía or 'History of the Church' (= HC; Sozom. Hist. eccl. 1,1,19), which was written between AD 439 and 450"". Bethelea, Gaza"
Stephanus of Alexandria,"Alexandria, Egypt",700 CE,In Aristotelis librum de interpretatione commentarium,600 CE-650 CE,urn:cts:greekLit:tlg9019.tlg001.opp-grc1,Philosophy\Commentaries,
Strabo\Anonymous,Uncertain,100 BCE-100 CE,Geographiae Chrestomathia,100 BCE-100 CE,urn:cts:greekLit:tlg0099.tlg001.First1K-grc1,Geographical texts,This is under Strabo's ID
Syntipas,Middle East,700 CE-800 CE?,Syntipas (translatio Michael Andreopuli,1100 CE,urn:cts:greekLit:tlg3118.tlg001.1st1K-grc1,Fables,The 1100 CE is the date range for the edited translation
Syntipas,Middle East,700 CE-800 CE?,Syntipas (recensio altera)-,1100 CE,urn:cts:greekLit:tlg3118.tlg002.1st1K-grc1,Fables,This is the date range for the edited translation
Syrianus,"Athens, Greece",500 CE,In Aristotelis Metaphysica Commentaria,400 CE-437 CE,urn:cts:greekLit:tlg4017.tlg001.opp-grc1,Philosophy\Commentaries,
Tatianus,Syria,200 CE,Oratio ad Graecos,165 CE-185 CE,urn:cts:greekLit:tlg1766.tlg001.perseus-grc1,Oration\Apologias,
Testamentum Abrahae (Anonymous),Egypt?,100 CE,The Testament of Abraham Recension A,0 CE-100 CE,urn:cts:greekLit:tlg1701.tlg001.1st1K-grc1,Hagiography\Pseudoepigrapha,
Testamentum Abrahae (Anonymous),Egypt?,100 CE,The Testament of Abraham Recension B,0 CE-100 CE,urn:cts:greekLit:tlg1701.tlg002.1st1K-grc1,Hagiography\Pseudoepigrapha,
Themisitius\Sophonias,"Istanbul, Turkey",Uncertain,(Sophoniae) In Parva Naturalia Commentarium,Uncertain,urn:cts:greekLit:tlg2001.tlg041.opp-grc1,Philosophy\Commentaries,"Uncertain as to the author of this work, so dates uncertain, depending on if it is Themistius or Sophonias"
Themistius,"Istanbul, Turkey",400 CE,Analyticorum Posteriorum Paraphrasis,345 CE-355 CE,urn:cts:greekLit:tlg2001.tlg038.opp-grc1,Philosophy\Commentaries,"Most of schlarly life active in Constantinople. Date for works: ""Between c. AD 345 and 355, he led his own school of  philosophy at Constantinople, preparing paraphrases (some with detailed exegesis) of Aristotelian writings in conjunction with his teaching"" "
Themistius,"Istanbul, Turkey",400 CE,In Aristotelis Physica Paraphrasis,345 CE-355 CE,urn:cts:greekLit:tlg2001.tlg039.opp-grc1,Philosophy\Commentaries,
Themistius,"Istanbul, Turkey",400 CE,In Aristotelis Libros De Anima Paraphrasi,345 CE-355 CE,urn:cts:greekLit:tlg2001.tlg040.opp-grc1,Philosophy\Commentaries,
Themistius,"Istanbul, Turkey",400 CE,Quae Fertur In Aristotelis Analyticorum Priorum Librum I,345 CE-355 CE,urn:cts:greekLit:tlg2001.tlg042.opp-grc1,Philosophy\Commentaries,
Themistius,"Istanbul, Turkey",400 CE,In Libros Aristotelis De Caelo Paraphrasis,345 CE-355 CE,urn:cts:greekLit:tlg2001.tlg043.opp-grc1,Philosophy\Commentaries,
Themistius,"Istanbul, Turkey",400 CE,In Aristotelis Metaphysicorum,345 CE-355 CE,urn:cts:greekLit:tlg2001.tlg044.opp-lat1,Philosophy\Commentaries,
Theodoretus,"Cyrrhus, Syria",393 CE-466 CE,Historia ecclesiastica ,440 CE-450 CE,urn:cts:greekLit:tlg4089.tlg003.opp-grc1,Historical Texts\Ecclesiastical texts,
Theodoretus,"Cyrrhus, Syria",393 CE-466 CE,Historia ecclesiastica ,440 CE-450 CE,urn:cts:greekLit:tlg4089.tlg003.1st1K-grc1,Historical Texts\Ecclesiastical texts,
Theodoretus,"Cyrrhus, Syria",393 CE-466 CE,Historia Religiosa,430 CE-466 CE,urn:cts:greekLit:tlg4089.tlg004.1st1K-grc1,Orations\Historical Texts\Ecclesiastical texts\Hagiography,
Theon of Smyrna,"İzmir, Turkey",100 CE-200 CE,De utilitate mathematicae,100 CE-135 CE,urn:cts:greekLit:tlg1724.tlg001.opp-grc1,Mathematical Texts\Philosophy,"Smyrna, Ionia, Aetolia"
Theophilus Antiochenus,"Antakya, Turkey",200 CE,Ad Autolycum,180 CE-200 CE,urn:cts:greekLit:tlg1725.tlg001.perseus-grc1,Apologias ,Antioch on the ORontes
Theophilus Antiochenus,"Antakya, Turkey",200 CE,Ad Autolycum,180 CE-200 CE,urn:cts:greekLit:tlg1725.tlg001.perseus-grc2,Apologias ,Antioch on the ORontes
Theophrastus,"Eresos, Lesbos ",371/0 BCE - 287/286 BCE,Enquiry into Plants,340 BCE-290 BCE,urn:cts:greekLit:tlg0093.tlg001.1st1K-grc1,Natural History,
Vitae Aesopi (Anonymous),Greece/Egypt,100 CE,Vita Aesopi Pl vel Accursiana (sub auctore Maximo Planude)(recensio 1),100 CE,urn:cts:greekLit:tlg1765.tlg003.1st1K-grc1,Narrative Fiction,
Vitae Aesopi (Anonymous),Greece/Egypt,100 CE,Vita (fort. auctore Aphthonio),100 CE,urn:cts:greekLit:tlg1765.tlg004.1st1K-grc1,Narrative Fiction,
Vitae Aesopi (Anonymous),Greece/Egypt,100 CE,Βιβλίον μυθικὸν τοῦ Αἰσώπου,100 CE,urn:cts:greekLit:tlg1765.tlg005.1st1K-grc1,Narrative Fiction,
Vitae Pindari et varia de Pindaro,Uncertain,Uncertain,Vita Ambrosiana,Uncertain,urn:cts:greekLit:tlg4170.tlg001a.1st1K-grc1,Biographical texts,
Vitae Pindari et varia de Pindaro,Uncertain,Uncertain,Vita Thomana et hypothesis Olympiorum,Uncertain,urn:cts:greekLit:tlg4170.tlg001b.1st1K-grc1,Biographical texts,
Vitae Pindari et varia de Pindaro,Uncertain,Uncertain,Vita metrica,Uncertain,urn:cts:greekLit:tlg4170.tlg001c.1st1K-grc1,Biographical texts,
Vitae Pindari et varia de Pindaro,Uncertain,Uncertain,Pentathlon et de novem lyricis,Uncertain,urn:cts:greekLit:tlg4170.tlg001d.1st1K-grc1,Biographical texts,
Zosimus,"Istanbul, Turkey",500 CE-600 CE,Historia Nova,498 CE-518 CE,urn:cts:greekLit:tlg4084.tlg001.opp-grc1,Historical Texts ,
